file_name,program_name,start_time,end_time,transcription,start_time_ms,end_time_ms,avg_confidence
21920.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7065.16,7068.16,بحيث أن الواحد يقدر يشتري أي تجربة في السعودية,7065160,7068160,0.98
21923.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7099.72,7106.04,وكثير من مقدمين الخدمات المحليين ، صار فيه منافسة,7099720,7106040,0.92
21924.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7106.04,7109.68,اليوم بدأت تقل الأسعار، واليوم مقبلين على تطور مرة كبير,7106040,7109680,0.95
21925.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7115.04,7119.36,براد كانت درجة الحرارة الظاهر 22، زمان ذا الكلام,7115040,7119360,0.95
21926.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7122.56,7126.76,ناس مضيافين، تحس أنك ملك وأنت معهم,7122560,7126760,0.97
21927.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7127.12,7131.44,أنا أذكر في مرة من المرات، كان عندي رحلة عمل,7127120,7131440,0.64
21928.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7131.88,7136.68,ولكن هدفها أننا نشوف أماكن سياحية، فكانت ترفيه مع عمل,7131880,7136680,0.73
21929.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7137.44,7141.84,رحنا ثلاثة أيام للمنطقة الجنوبية، ولكن زرنا فيها ثلاثة مدن,7137440,7141840,0.97
21930.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7142.16,7147.88,زرنا نجران وجيزان و«فرسان» وكذلك أبها، أربع مدن,7142160,7147880,0.95
21932.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7157.76,7164.64,نوعية الأكل، نوعية الناس، وعاداتهم؛ كل بلد مختلفة عن الثانية,7157760,7164640,0.98
21933.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7167.52,7171.28,الأكل في جيزان يختلف عن,7167520,7171280,0.97
21934.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7174.04,7177.48,«رجال ألمع» أنت الحين في أبها، الجو مرة بارد,7174040,7177480,0.97
21935.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7177.48,7182.08,تنزل مع العقبة توصل ل ـ«رجال ألمع» الجو مره دافئ,7177480,7182080,0.95
21936.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7182.2,7185.76,تنزل شوي لجيزان، في الصيف درجة حرارة 18 في أبها,7182200,7185760,0.95
21937.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7188.64,7194.32,وقتها رحنا لـ«فرسان» من أجمل البحار اللي شفتها,7188640,7194320,0.95
21939.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7203.08,7206.24,ما بالك في البحار اللي ما لُمست في البحر الأحمر,7203080,7206240,0.99
21940.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7213.04,7216.2,فيه عندي هذا الشغف، في المقابل بحكم طبيعة العمل,7213040,7216200,0.5
21941.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7222.64,7226.04,موجودة في «دومة الجندل» اللي هي في الجوف,7222640,7226040,0.97
21942.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7225.52,7229.48,رحتها جميلة جدًّا بشكل مختلف,7225520,7229480,0.94
21943.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7230.12,7233.16,بالعكس تتعجب من الطبيعة الموجودة,7230120,7233160,0.98
21944.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7233.56,7238.52,فإذا صار فيها خدمات، السكان المحليين استغلوا الفرصة,7233560,7238520,0.98
21945.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7238.76,7241.84,تزامن هذا الشيء أنهم يسوون أكثر من حزمة لهم في «المسافر للأنشطة»,7238760,7241840,0.99
21946.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7242.04,7245.16,وللا الهيئة السعودية للسياحة سوّقت لهذا الموضوع,7242040,7245160,0.97
21947.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7245.16,7248.76,أعتقد فيه مجال للتطور بشكل كبير الفترة القادمة,7245160,7248760,0.96
21948.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7249.24,7254.2,من الأشياء اللي سويناها كذلك وكان فيها تجربة ممتازة,7249240,7254200,0.95
21949.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7255.32,7259.36,والاستفادة من المصادر الموجودة,7255320,7259360,0.96
21952.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7289.16,7293.16,ربطنا مع قسم ال موارد البشرية الموجود في,7289160,7293160,0.93
21953.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7298.96,7303.52,واليوم الدولة، اللهم لك الحمد، متكفلة بعلاج جميع الناس داخل السعودية,7298960,7303520,0.88
21957.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7338.4,7342.04,ثم بعدين يصدّر التذكرة من خلال متعهد,7338400,7342040,0.91
21958.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7350.08,7354.44,اليوم من خلال النظام هذا؛ تم فيه إحداث نقلة,7350080,7354440,0.79
21959.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7359.36,7362.68,نعم ولكن ليش أنا أقول هذا الكلام مشهور,7359360,7362680,0.98
21963.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7407.76,7411.88,من قِبل الهيئة السعودية للسياحة للتسويق للسعودية بشكل مرة كبير,7407760,7411880,0.99
21964.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7415.28,7418.32,تدري توني اكتشف هذا الشيء، يمكن غبني قبل فترة,7415280,7418320,0.93
21966.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7425.16,7428.16,طريقة صرف النقاط هي نقاط ثابتة، ما تتغير مثل الأسعار,7425160,7428160,0.98
21968.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7440.56,7443.8,لا، كنت أسجّل الأميال حقتي، بس ما كنت أشوف جدوى,7440560,7443800,0.92
21969.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7491.04,7494.84,فيه تفاصيل كثيرة، احنا بنكون غطينا الموضوع بشكل أفقي,7491040,7494840,0.94
21970.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7509.2,7513.64,وأنا من خلال هذا المكان، أتشكر من جميع أخواني وأخواتي,7509200,7513640,0.93
21971.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7515.68,7520.04,على قدمٍ وساق يحاولون يقدمون منتجات وخدمات جدًّا ممتازة,7515680,7520040,0.91
21973.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7528.6,7535.64,كلهم حريصين لتقديم خدمة لائقة باللاعب المحلي,7528600,7535640,0.92
21974.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7537.32,7541.28,لشركة بدأت من شركة صفرية اليوم شركة بليونية,7537320,7541280,0.94
21975.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7542.8,7546.32,نطمح، أن شاء الله، نكبر ونكون لاعبين في السوق بشكل مرة كبير,7542800,7546320,0.97
21976.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7550.48,7553.8,ويمكن بعدين موظف، على الخصومات اللي سمعت تعطونها الموظفين,7550480,7553800,0.98
21977.wav,تجربة المسافر ومستقبل السياحة في السعودية.mp3,7571.0,7574.0,في الإخراج الفني مجد الملّي ومساعده وسيم معين,7571000,7574000,0.53
21978.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,3.54,9.74,هذا بودكاست فجر من ثمانية بودكاست فجر كل يوم ، نسرد لكم فيه سياق الأخبار اللي تهمكم معكم,3540,9740,0.79
21979.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,14.11,19.32,اليوم بنتكلم عن خبرين ،الخبر الأول عن كل شيء تحتاج تعرفه عن مؤتمر أبل,14110,19320,0.99
21980.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,19.78,22.81,الخبر الثاني عن ليش السعودية بتسوي شركة طيران جديدة,19780,22810,0.99
21982.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,33.46,39.46,الأجهزة الجديدة ومنها الآ يفون ، والحين بشرح لك كل المتوقع من التسريبات وهنا أخترنا التسريبات اللي مصادرها موثوقة,33460,39460,0.96
21983.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,39.88,43.54,و بأعطيك المزايا الأكيدة اللي أعلن عنها نبدأ؟,39880,43540,0.99
21984.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,45.7,53.53,أول شيء المؤتمر ، المؤتمر يهم الناس لأن بيعلنون فيه عن آيفون 14 و النظام الجديد الآيفون لأول مرة في أمريكا يتجاوز,45700,53530,0.99
21985.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,53.53,61.54,حصة انتشاره حصة إنتشار الأندرويد، وهو يشكل أهم مورد مالي للشركة فعشان كذا تلقى الشركة و ملايين,53530,61540,0.99
21986.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,61.54,69.25,الناس في العالم مهتمين في هذا الحدث ، أول ميزة متوقع أنها تكون في الجوال الجديد بعيدًا عن تصميمه كانت مستنبطة من عنوان,61540,69250,0.99
21987.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,69.25,77.14,دعوة المؤتمر فار آوت ، الفكرة من هذه الميزة أنك تقدر تتصل في حالات الطوارئ أو في الحالات اللي ما يكون عندك فيها شبكة و متوهق,69250,77140,0.99
21989.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,85.6,93.64,فكرتها يعني لو تشوف جوالك الحين أنت تاركة على الجنب تلقى الشاشة طفت بالكامل أسود ، الميزة هذ ه إنه بيكون الشاشة ما هي طافية,85600,93640,0.98
21990.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,93.64,97.09,بالكامل فيها المعلومات اللي تهمك زي مثلًا التنبيهات اللي تهمك و الساعة,93640,97090,0.98
21991.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,99.37,106.36,هذه موجودة في الساعة أصلًا وموجودة في بعض جوالات أندرويد ، طبعًا فيه كلام كثير عن الكاميرات راح تتحسن وبتكون أفضل و بتصل,99370,106360,0.98
21994.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,124.24,134.29,طيب باقي شوية معلومات وباقي فيه تسريبات بقولك عنها ، فيه كمان توقعات أنهم راح يعلنون مع الآ يفون عن ساعة آبل الجديدة ، الإصدار الثامن و الإ صدار الثامن برو,124240,134290,0.99
21995.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,134.68,144.67,، بتكون فيها قياس درجة الحرارة ومميزات صحية أكثر وكمان فيها مميزات صحية خاصة للنساء ، أما نسخة البرو من الساعة الجديدة بتكون بشكل جديد وبطارية أفضل، الساعة بإصدارها الحالي تقيس لك,134680,144670,0.99
21997.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,156.22,161.89,و نتوقع كمان أنه مميزات أكثر راح تصير مع الساعة، فتصير تساعدك على أنك تعرف مشاكلك,156220,161890,0.99
22002.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,186.49,192.64,الأكيدة اللي موجودة عندنا حتى الآن إنه مع التحديث الجديد خرائط أبل راح تصير مدعومة بالكامل في السعودية فالملاحة,186490,192640,0.96
22003.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,192.94,198.85,بتصير شغالة معك ولو أنه فيه كلام كثير أنه خرائط أبل ما هي أفضل شيء، بس بيكون عندك الخيار تستعمل خرائط أبل,192940,198850,0.99
22005.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,205.09,211.06,وفيه خاصية كنت قاعد أجرب أستهبل فيها في البيت ، اللي هي خاصية الفيس آيدي جربت أقلب بالجوال فوق تحت و,205090,211060,0.99
22006.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,213.88,222.34,قاعد أجرب أنه وجهي متسق و بيفهمني ولا لا ، لكن يبدو أنه ما هو متسق، فالآن الفيس أيدي بيصير قادر على أنه يقرأ وجهك حتى لو أنك مائل أو منسدح على جنب,213880,222340,0.99
22007.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,223.36,237.4,وفيه كمان خاصية في الفيس تايم أول لمّا كنت تتصل مثلًا باللابتوب ما تقدر تنقل الإتصال على طول لجوالك فلازم تقفل من اللا بتوب بعدين تدق من جوالك ، الحين تقدر تنقل الإتصال من جهاز لجهاز بدون ما تقفل المكالمة فهذه خاصية موجودة، وفيه,223360,237400,0.86
22008.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,237.4,242.98,خاصيات مرة كثيرة تقدر تكتشفها إذا نزل الإصدار الجديد أو في الرابط الموجود في وصف الحلقة,237400,242980,0.87
22012.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,289.53,302.22,الصدق، بس الحين هذا الخبر ليه هو خبر بيهمك وليش السعودية تحتاج شركة ثانية؟ وش بيفرق معي أنا ساكن في الرياض؟ و هل هدفه الناس اللي برى السعودية ، هذه اللي,289530,302220,0.99
22014.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,315.0,328.11,السعودية يعني يجي ببالي ليش الحكومة ما تستثمر فيها بدل من أنهم يروحون يسوون شركة خطوط جديدة ، السبب أنه غير ممكن تحقيق مستهدفات الرؤية و كذلك غير ممكن تحقيق الخطة الإستراتيجية الوطنية للنقل,315000,328110,0.99
22016.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,341.13,354.03,كله قاعد يشتت الخطوط ، ولذلك بيجعلون الخطوط السعودية تبقى في جدة وتركز أنه تكون وجهاتها تنطلق من مطار الملك عبدالعزيز في جدة ، هذا يعطيها ميزة تنافسية ما تقدر أي خطوط طيران ثاني إنه ينافسها فيها ، و يقال إنه,341130,354030,0.99
22017.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,354.03,363.36,فيه خطة أنهم يجعلون أي تذكر ة للخطوط يصدر معها تلقائيًا تأشيرة دخول للسعودية ، و بكذا يكون كل المسلمين على بعد رحلة واحدة من مكة,354030,363360,0.99
22018.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,363.69,367.56,طيب وين المشكلة اللي جعلت السعودية تضطر أن بتسوي شركة جديدة,363690,367560,0.99
22019.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,367.83,371.55,السبب أنه بيصير فيه تركيز كبير على جدة، وهذا يجعل في حاجة ملحة,367830,371550,0.99
22020.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,371.76,375.42,لشركة ثانية تخدم خطة و إستراتيجية الرياض، فولي العهد,371760,375420,0.87
22022.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,379.59,383.52,في حلول 2030 وجعل الرياض إحدى أهم مدن العالم و هذا,379590,383520,0.99
22023.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,383.52,387.51,كلها عشان يصير لازم تسير رحلات من كل مكان في العالم,383520,387510,0.99
22024.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,387.51,391.62,للرياض حتى تكون الوجهة السياسية والإقتصادية والسياحية بالشكل,387510,391620,0.95
22025.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,391.62,395.61,اللي يتناسب مع إستراتيجية الرياض،فلو نأخذ دبي كمثال من خلال طيران,391620,395610,0.98
22028.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,403.62,407.61,تجمع وتنقل العالم من شرقه لغربه فبتكون مفيدة أنها بتساعد,403620,407610,0.88
22029.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,407.61,411.27,كل العالم اللي يحتاج يحي الرياض و أنه يأتي بشكل مباشر بدون توقف,407610,411270,1.0
22030.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,411.27,414.96,رحلات على طول توصل، وكذلك بتجعل سكان الرياض يقدرون,411270,414960,1.0
22032.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,420.75,424.89,طيب الحين طيران الجديد هذا بيكون أي فئة؟ هل هو فئة إقتصادية؟,420750,424890,0.99
22033.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,429.42,432.54,والقطرية فهو الفئة المميزة يسمونها ، واليوم,429420,432540,0.98
22034.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,438.3,441.45,تحديات قاعدة تواجههم ، بلومبيرق تقول,438300,441450,0.99
22035.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,448.44,451.44,وأتوقع أنهم بيعلنون عن الشركة رسميًا في الربع الرابع من هذه,448440,451440,0.99
22036.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,451.44,455.04,السنة و هدف الدولة ككل أنه يمديك تروح ل 250 وجهة,451440,455040,0.99
22037.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,458.16,461.42,جديد في الرياض وثمان مطارات في مدن مختلفة ، وكذلك,458160,461420,0.99
22038.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,464.31,467.37,تستوعب 330 مليون مسافر,464310,467370,1.0
22039.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,472.12,476.65,بعد الخبرين هؤلاء عندنا أخبار على سريع يعني من هنا وهناك,472120,476650,0.98
22042.wav,ليه السعودية تحتاج شركة طيران جديدة.mp3,506.45,510.65,أنتج هذه الحلقة تركي القحطاني ونايف العصيمي ، قدمتها أنا أيمن الحمادي,506450,510650,0.99
22043.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,13.14,24.8,حياكم الله، أنا بندر المشرافي وهذه حلقة جديدة من بودكاست مرتدة اللي يأتيكم من ثمانية، في هذه الحلقة تكلمنا وتحدثنا عن الجولة، واحد وعشرين عن جولة يوم,13140,24800,0.94
22044.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,24.8,36.92,التأسيس وأيضًا عن مباريات دوري أبطال آسيا، تحدثنا عن الحدث الأهم والأبرز واللي كانت لقطة رونالدو اللقطة المثيرة للجدل، و المسيئة,24800,36920,0.99
22046.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,43.38,61.12,أيضًا تحدثنا عن قمة الجولة ديربي الرياض الشباب والنصر، والمباراة المثالية للشباب مع بيريرا بالإضافة لتعامل كاسترو مع هذه المباراة في ظل ضغط المباريات، و في ظل الحالة البدنية السيئة اللي عانى منها الفريق مع تقدمه للجولات والمنافسات واقتراب حسم الدوري،,43380,61120,0.97
22047.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,63.08,77.98,بالإضافة لهذا المباراة تكلمنا عن مباراة الهلال أو الإتفاق والهلال المباراة الي قيمت في ملعب الإتفاق المباراة اللي كانت صعبة للهلال بحكمها تقاعم ضد نادي عمل مركاته شتوي قوي ولكن الهلال قدر يتجاوز,63080,77980,0.89
22048.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,78.08,92.9,هذه المباراة من كورة ثابتة ويكمل سلسلة الانتصارات المتتالية بالإضافة لبعد هذه المباراة أو بالإضافة لهذه المباراة تكلمنا عن مباراة الإتحاد والوحدة المباراة التي قدر الإتحاد يرجع فيها بريمونتادا ومهي,78080,92900,0.71
22049.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,92.9,107.54,المرة الأولى سواها في دوري أبطال آسيا وكلها في أوقات صعبة وحساسة تحدثنا عن ثنائية حمد الله وبنزيمة وتألق حمد الله وضياع أو توهان أو عدم الثقة لجاسي العاني منها بنزيمة خلال الفترة,92900,107540,0.95
22051.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,122.64,137.54,هل هذا شيء مضرب الدوري؟ أم لا؟ هل يمكن أن يكون متواجد في ضلة تجهيزات الكبيرة التي تأتي قبل هذه المباريات؟ عربات النقل، الدعايات والجمهور اللي تنطر هذه المباراة والعالم ككل اللي يُنقل,122640,137540,0.95
22052.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,140.46,147.66,بالإضافة لكل هذه الأحداث، يجب أن نشكر أو ما ننسى أكيد أن نشكر رعاتنا شركة «صفا» تطبيق,140460,147660,0.96
22054.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,157.2,165.16,يعني أحس أن جو الصباح يمكن أجمل للتسجيل وأروق توك صاحي ذهنك صافي، لكن أنا,157200,165160,0.97
22056.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,176.92,181.1,والله الشتاء خلص، وأنت الظاهر عندك توقيت شتوي وعندك توقيت صيفي,176920,181100,0.97
22057.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,181.1,187.42,أنا هذا اللبس ، إذا يبدأ في نوفمبر ما نقطه إ لّا يمكن على مارس,181100,187420,0.99
22058.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,187.98,191.2,وبعدين طلعوا الملابس البيضاء أنت، ماشاء الله، عليك على طول يا أبو عالية,187980,191200,0.67
22061.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,209.96,220.62,و انتهت لا، هو حدث صار في مباراة الشباب والنصر، وكانت خلنا نقول المرة الثالثة اللي تكرر فيها هذا الشيء من لاعب باسم رونالدوا،,209960,220620,0.98
22066.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,247.1,253.78,الملعب، ما يكون قضية على هامش المباراة وتصير هي حديث الناس لكن هذا اللي صار في موضوع كريستيان و,247100,253780,0.96
22067.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,253.78,261.04,رونالدو، يم كن قبل تسجيل أبو عالية أنا ويّاك كنا نتناقش نقول هل يفترض أن نتكلم عن هذا الموضوع أم لا؟ صراحة,253780,261040,0.71
22068.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,261.18,267.98,عادة المواضيع اللي برا الملعب ما نحب نتكلم عنها كثير، لكن حدث بهذا الحجم وأ خذ هذه الضجة، و ردود الفعل,261180,267980,0.94
22070.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,276.68,285.58,مسألة العقوبة من عدمها تحددها لجنة الانضباط ولهم في ذلك ضوابط ولهم في ذلك أمور ما يعنيني صراحة هذا الموضوع لكن الموضوع هذا تحديدًا في,276680,285580,0.8
22071.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,285.58,294.52,كذا نقطة أنت صراحة لازم أنك تتوقف عندها أولها لعب عمره تسعة وثلاثين سنة على نهاية مسيرته الرياضية فاز بكل شيء، و حقق كل,285580,294520,0.95
22072.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,294.52,303.82,شيء ، ونافس على أعلى المستويات لعب في الكامبنو ضد تسعين أو 100 ألف متفرج يتمنون لك الموت، وكلهم,294520,303820,0.94
22073.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,303.82,312.52,يكرهونك، ويتمنون لك الأسوأ أن يحدث لك، لعب في الملعب ب أتلتيكو مدريد القديم والجديد، و تعرف,303820,312520,0.97
22080.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,355.76,362.54,المنافس وقاعدين يهتفون ضدك والهتاف دائمًا هو بترديد اسم ميسي فبالتالي تصل أنت إلى,355760,362540,0.78
22083.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,376.3,383.26,التنافس اللي موجود ما بين رونالدو وما بين ميسي في ناس كثير تعتقد إنه الموضوع حسن لما ميسي فاز بكأس,376300,383260,0.87
22084.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,383.26,389.94,العالم فبالتالي يمكن الموضوع حط على رونالدو ضغط لكن أرجع واقولك في مرحلة متقدمة من مسيرة الرياضية,383260,389940,0.86
22085.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,390.1,396.94,اليوم هو كإنسان هو أب عند أطفال صغار ممكن في مراحل من حياته كان لسه ما,390100,396940,0.94
22088.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,411.82,418.82,أي أحد يعني عنده عائلة وعنده أطفال صغار ما يحب أن يشوف المشاهد هذه اللي بأمانة أنا استغرب,411820,418820,0.94
22091.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,428.42,431.96,والثالث الرابع 98% إذا ما كان 100% من الناس شعروا أن هذه حركة,428420,431960,0.94
22092.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,432.12,435.74,مسيئة فبالتالي ما تقدر أن تحاول أنك,432120,435740,0.94
22094.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,439.84,443.68,تقول عنها أنها نقية، ولّا ما هي مقصودة، ولّا ولّا...,439840,443680,0.85
22095.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,443.18,456.14,لأن هي في نهاية الأمر خلينا نقول عينك ما تحب أنها تشوفها هالتصرفات، فمستغرب بالنسبة لرونالدو أن يكون في هذا العمر وبعد هذه التجربة، إذا في جانب ثاني أبو عالية في,443180,456140,0.97
22099.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,486.82,498.76,قيمة هذا الرجل والإضافة الكبيرة جدًّا اللي عملها للدوري والتسويق الكبير جدًّا وجماهيرية الكبيرة اللي جلبها لدورينا إلّا أنه عن الرغم من هذا كله النظام سيُطبق عليه،,486820,498760,0.92
22100.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,498.82,510.36,ولما يخطأ سيُعاقب، ولما يرتكب مخالفة لابد أنه يأخذ جزاءه عليها هذه دعاية كبيرة جدًّا لدوريك، أنه دوريك محترم، ما في أحد,498820,510360,0.91
22101.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,510.36,522.16,فوق مستوى الدوري ولّا في أحد خلينا نقول له معاملة خاصة، ولّا له استثناءات على مستوى القرارات المتعلقة بما يحدث في المباريات، وحتى على,510360,522159,0.99
22102.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,522.16,532.12,موضوع أنه واحد يتابع برّة بيقولك والله الفريق اللي يلعب فيه كريستيانو رونالدو المفترض أنه ممكن تكون له معاملة خاصة.,522159,532120,0.94
22105.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,541.6,545.5,يشعر أن كريستيانو رونالدو ما ينطبق على بقية اللاعبين ينطبق,541600,545500,0.95
22108.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,553.28,556.92,رونالدو، أي لاعب ممكن يرتكب مخالفه يأخذ,553280,556920,0.98
22109.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,556.92,561.14,عقوبة عليها، رونالدو نفسه نمط حياته اللي موجود,556920,561140,0.84
22110.wav,النصر يتجاوز الشباب بصعوبة والاتحاد والهلال يستعدان للكلا....mp3,561.14,564.96,عنده اليوم اللي قاعد يعيشه في الرياض هو شخصيًّا أو على,561140,564960,0.94
